"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"333982";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333982";"74546";"https://dadosabertos.camara.leg.br/api/v2/deputados/74546";"10000";"Deputado";"Jairo Azi";"";"";"";"1";"1"
"333981";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333981";"74829";"https://dadosabertos.camara.leg.br/api/v2/deputados/74829";"10000";"Deputado";"Alexandre Cardoso";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"1";"1"
"333980";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333980";"73567";"https://dadosabertos.camara.leg.br/api/v2/deputados/73567";"10000";"Deputado";"Wagner Rossi";"";"";"";"1";"1"
"333979";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333979";"74429";"https://dadosabertos.camara.leg.br/api/v2/deputados/74429";"10000";"Deputado";"Nilson Gibson";"";"";"";"1";"1"
"333978";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333978";"73897";"https://dadosabertos.camara.leg.br/api/v2/deputados/73897";"10000";"Deputado";"Germano Rigotto";"";"";"";"1";"1"
"333402";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333402";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/463";"3";"COMISSÃO ESPECIAL";"COMISSÃO ESPECIAL";"";"";"";"1";"1"
"333400";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/333400";"73993";"https://dadosabertos.camara.leg.br/api/v2/deputados/73993";"10000";"Deputado";"Arnaldo Madeira";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"332849";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/332849";"74218";"https://dadosabertos.camara.leg.br/api/v2/deputados/74218";"10000";"Deputado";"Walter Pinheiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"BA";"1";"1"
"332848";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/332848";"74218";"https://dadosabertos.camara.leg.br/api/v2/deputados/74218";"10000";"Deputado";"Walter Pinheiro";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"BA";"1";"1"
"332847";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/332847";"73659";"https://dadosabertos.camara.leg.br/api/v2/deputados/73659";"10000";"Deputado";"Maria Laura";"";"";"";"1";"1"
"330610";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/330610";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"322818";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/322818";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"2";"COMISSÃO PERMANENTE";"Comissão de Finanças e Tributação";"";"";"";"1";"1"
"306400";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/306400";"73645";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"10000";"Deputado";"Zulaiê Cobra";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"290784";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/290784";"74324";"https://dadosabertos.camara.leg.br/api/v2/deputados/74324";"10000";"Deputado";"Henrique Eduardo Alves";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"RN";"1";"1"
"290783";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/290783";"73435";"https://dadosabertos.camara.leg.br/api/v2/deputados/73435";"10000";"Deputado";"Ary Kara";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"SP";"1";"1"
"290782";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/290782";"74412";"https://dadosabertos.camara.leg.br/api/v2/deputados/74412";"10000";"Deputado";"José Luiz Clerot";"";"";"";"1";"1"
"290781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/290781";"74412";"https://dadosabertos.camara.leg.br/api/v2/deputados/74412";"10000";"Deputado";"José Luiz Clerot";"";"";"";"1";"1"
"270147";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/270147";"74533";"https://dadosabertos.camara.leg.br/api/v2/deputados/74533";"10000";"Deputado";"SERGIO CARNEIRO";"";"";"";"1";"1"
"268774";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/268774";"74644";"https://dadosabertos.camara.leg.br/api/v2/deputados/74644";"10000";"Deputado";"Ursicino Queiroz";"";"";"";"1";"1"
"267633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/267633";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"258218";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/258218";"74774";"https://dadosabertos.camara.leg.br/api/v2/deputados/74774";"10000";"Deputado";"LUIZ BUAIZ";"";"";"";"1";"1"
"258216";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/258216";"74774";"https://dadosabertos.camara.leg.br/api/v2/deputados/74774";"10000";"Deputado";"LUIZ BUAIZ";"";"";"";"1";"1"
"254295";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/254295";"73645";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"10000";"Deputado";"Zulaiê Cobra";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"254291";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/254291";"73645";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"10000";"Deputado";"Zulaiê Cobra";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"254258";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/254258";"73645";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"10000";"Deputado";"Zulaiê Cobra";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"253762";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/253762";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"2";"COMISSÃO PERMANENTE";"Comissão de Finanças e Tributação";"";"";"";"1";"1"
"247214";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247214";"74829";"https://dadosabertos.camara.leg.br/api/v2/deputados/74829";"10000";"Deputado";"ALEXANDRE CARDOSO";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"1";"1"
"247207";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247207";"73657";"https://dadosabertos.camara.leg.br/api/v2/deputados/73657";"10000";"Deputado";"CHICO VIGILANTE";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"DF";"1";"1"
"247200";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247200";"73659";"https://dadosabertos.camara.leg.br/api/v2/deputados/73659";"10000";"Deputado";"MARIA LAURA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"DF";"1";"1"
"247193";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247193";"74414";"https://dadosabertos.camara.leg.br/api/v2/deputados/74414";"10000";"Deputado";"WILSON BRAGA";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PB";"1";"1"
"247187";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247187";"68676";"https://dadosabertos.camara.leg.br/api/v2/deputados/68676";"10000";"Deputado";"HAROLDO SABOIA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MA";"1";"1"
"247181";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247181";"74429";"https://dadosabertos.camara.leg.br/api/v2/deputados/74429";"10000";"Deputado";"NILSON GIBSON";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"PE";"1";"1"
"247175";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247175";"73423";"https://dadosabertos.camara.leg.br/api/v2/deputados/73423";"10000";"Deputado";"SERGIO AROUCA";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"RJ";"1";"1"
"247169";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/247169";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"10000";"Deputado";"ARLINDO CHINAGLIA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246554";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246554";"74230";"https://dadosabertos.camara.leg.br/api/v2/deputados/74230";"10000";"Deputado";"COLBERT MARTINS";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"PA";"1";"1"
"246553";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246553";"74186";"https://dadosabertos.camara.leg.br/api/v2/deputados/74186";"10000";"Deputado";"ANTONIO JORGE";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"TO";"1";"1"
"246552";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246552";"74186";"https://dadosabertos.camara.leg.br/api/v2/deputados/74186";"10000";"Deputado";"ANTONIO JORGE";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"TO";"1";"1"
"246551";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246551";"73648";"https://dadosabertos.camara.leg.br/api/v2/deputados/73648";"10000";"Deputado";"GILNEY VIANA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MT";"1";"1"
"246550";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246550";"74186";"https://dadosabertos.camara.leg.br/api/v2/deputados/74186";"10000";"Deputado";"ANTONIO JORGE";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"TO";"1";"1"
"246549";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246549";"74186";"https://dadosabertos.camara.leg.br/api/v2/deputados/74186";"10000";"Deputado";"ANTONIO JORGE";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"TO";"1";"1"
"246548";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246548";"74186";"https://dadosabertos.camara.leg.br/api/v2/deputados/74186";"10000";"Deputado";"ANTONIO JORGE";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"TO";"1";"1"
"246547";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246547";"74077";"https://dadosabertos.camara.leg.br/api/v2/deputados/74077";"10000";"Deputado";"GIOVANNI QUEIROZ";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"PA";"1";"1"
"246546";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246546";"74861";"https://dadosabertos.camara.leg.br/api/v2/deputados/74861";"10000";"Deputado";"MILTON TEMER";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RJ";"1";"1"
"246545";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246545";"74861";"https://dadosabertos.camara.leg.br/api/v2/deputados/74861";"10000";"Deputado";"MILTON TEMER";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RJ";"1";"1"
"246544";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246544";"131182";"https://dadosabertos.camara.leg.br/api/v2/deputados/131182";"10000";"Deputado";"CUNHA BUENO";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"SP";"1";"1"
"246543";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246543";"73548";"https://dadosabertos.camara.leg.br/api/v2/deputados/73548";"10000";"Deputado";"MARCELO BARBIERI";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"SP";"1";"1"
"246542";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246542";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246541";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246541";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246540";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246539";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246539";"73652";"https://dadosabertos.camara.leg.br/api/v2/deputados/73652";"10000";"Deputado";"TETE BEZERRA";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"MT";"1";"1"
"246538";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246538";"73449";"https://dadosabertos.camara.leg.br/api/v2/deputados/73449";"10000";"Deputado";"FABIO FELDMANN";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"246537";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246537";"73669";"https://dadosabertos.camara.leg.br/api/v2/deputados/73669";"10000";"Deputado";"MARIA VALADÃO";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"GO";"1";"1"
"246536";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246536";"73438";"https://dadosabertos.camara.leg.br/api/v2/deputados/73438";"10000";"Deputado";"CARLOS APOLINARIO";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"SP";"1";"1"
"246535";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246535";"73542";"https://dadosabertos.camara.leg.br/api/v2/deputados/73542";"10000";"Deputado";"JOSE PINOTTI";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"SP";"1";"1"
"246534";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246534";"73653";"https://dadosabertos.camara.leg.br/api/v2/deputados/73653";"10000";"Deputado";"WELINTON FAGUNDES";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"MT";"1";"1"
"246533";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246533";"73888";"https://dadosabertos.camara.leg.br/api/v2/deputados/73888";"10000";"Deputado";"AIRTON DIPP";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"RS";"1";"1"
"246532";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246532";"74077";"https://dadosabertos.camara.leg.br/api/v2/deputados/74077";"10000";"Deputado";"GIOVANNI QUEIROZ";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"PA";"1";"1"
"246531";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246531";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100159";"1000";"Importação das proposições inativas";"COMISSÃO DE DIREITOS HUMANOS";"";"";"";"1";"1"
"246530";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246530";"74851";"https://dadosabertos.camara.leg.br/api/v2/deputados/74851";"10000";"Deputado";"JOSE CARLOS COUTINHO";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"RJ";"1";"1"
"246529";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246529";"73545";"https://dadosabertos.camara.leg.br/api/v2/deputados/73545";"10000";"Deputado";"LUCIANO ZICA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246528";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246528";"74429";"https://dadosabertos.camara.leg.br/api/v2/deputados/74429";"10000";"Deputado";"NILSON GIBSON";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"PE";"1";"1"
"246527";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246527";"73668";"https://dadosabertos.camara.leg.br/api/v2/deputados/73668";"10000";"Deputado";"MARCONI PERILLO";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"GO";"1";"1"
"246526";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246526";"73558";"https://dadosabertos.camara.leg.br/api/v2/deputados/73558";"10000";"Deputado";"ROBSON TUMA";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"SP";"1";"1"
"246525";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246525";"74530";"https://dadosabertos.camara.leg.br/api/v2/deputados/74530";"10000";"Deputado";"MARCELO DEDA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SE";"1";"1"
"246524";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246524";"74313";"https://dadosabertos.camara.leg.br/api/v2/deputados/74313";"10000";"Deputado";"CIRO NOGUEIRA";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"PI";"1";"1"
"246523";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246523";"74847";"https://dadosabertos.camara.leg.br/api/v2/deputados/74847";"10000";"Deputado";"JAIR BOLSONARO";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"RJ";"1";"1"
"246522";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246522";"74847";"https://dadosabertos.camara.leg.br/api/v2/deputados/74847";"10000";"Deputado";"JAIR BOLSONARO";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"RJ";"1";"1"
"246521";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246521";"74847";"https://dadosabertos.camara.leg.br/api/v2/deputados/74847";"10000";"Deputado";"JAIR BOLSONARO";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"RJ";"1";"1"
"246520";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246520";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/1100";"2";"COMISSÃO PERMANENTE";"COMISSÃO DE DEFESA DO CONSUMIDOR,  MEIO AMBIENTE E MINORIAS";"";"";"";"1";"1"
"246519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246519";"74404";"https://dadosabertos.camara.leg.br/api/v2/deputados/74404";"10000";"Deputado";"ALVARO GAUDENCIO NETO";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"PB";"1";"1"
"246518";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246518";"73531";"https://dadosabertos.camara.leg.br/api/v2/deputados/73531";"10000";"Deputado";"IVAN VALENTE";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246517";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246517";"73550";"https://dadosabertos.camara.leg.br/api/v2/deputados/73550";"10000";"Deputado";"MARTA SUPLICY";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246516";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246516";"73449";"https://dadosabertos.camara.leg.br/api/v2/deputados/73449";"10000";"Deputado";"FABIO FELDMANN";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"SP";"1";"1"
"246515";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246515";"74828";"https://dadosabertos.camara.leg.br/api/v2/deputados/74828";"10000";"Deputado";"ALDIR CABRAL";"PFL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36790";"RJ";"1";"1"
"246514";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246514";"73648";"https://dadosabertos.camara.leg.br/api/v2/deputados/73648";"10000";"Deputado";"GILNEY VIANA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MT";"1";"1"
"246513";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246513";"73565";"https://dadosabertos.camara.leg.br/api/v2/deputados/73565";"10000";"Deputado";"VALDEMAR COSTA NETO";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"1";"1"
"246512";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246512";"73565";"https://dadosabertos.camara.leg.br/api/v2/deputados/73565";"10000";"Deputado";"VALDEMAR COSTA NETO";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"1";"1"
"246511";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246511";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246510";"73561";"https://dadosabertos.camara.leg.br/api/v2/deputados/73561";"10000";"Deputado";"TELMA DE SOUZA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246509";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246509";"74829";"https://dadosabertos.camara.leg.br/api/v2/deputados/74829";"10000";"Deputado";"ALEXANDRE CARDOSO";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"RJ";"1";"1"
"246508";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246508";"73565";"https://dadosabertos.camara.leg.br/api/v2/deputados/73565";"10000";"Deputado";"VALDEMAR COSTA NETO";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"SP";"1";"1"
"246507";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246507";"73448";"https://dadosabertos.camara.leg.br/api/v2/deputados/73448";"10000";"Deputado";"EDUARDO JORGE";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246506";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246506";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246505";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246505";"74295";"https://dadosabertos.camara.leg.br/api/v2/deputados/74295";"10000";"Deputado";"INACIO ARRUDA";"PCDOB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"CE";"1";"1"
"246504";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246504";"74847";"https://dadosabertos.camara.leg.br/api/v2/deputados/74847";"10000";"Deputado";"JAIR BOLSONARO";"PPB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36811";"RJ";"1";"1"
"246503";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246503";"74770";"https://dadosabertos.camara.leg.br/api/v2/deputados/74770";"10000";"Deputado";"ADELSON SALVADOR";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"ES";"1";"1"
"246502";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246502";"130458";"https://dadosabertos.camara.leg.br/api/v2/deputados/130458";"10000";"Deputado";"JOSE AUGUSTO";"PPS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36813";"SP";"1";"1"
"246501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246501";"74298";"https://dadosabertos.camara.leg.br/api/v2/deputados/74298";"10000";"Deputado";"JOSE PIMENTEL";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"CE";"1";"1"
"246500";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246500";"73433";"https://dadosabertos.camara.leg.br/api/v2/deputados/73433";"10000";"Deputado";"ARLINDO CHINAGLIA";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SP";"1";"1"
"246499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246499";"73438";"https://dadosabertos.camara.leg.br/api/v2/deputados/73438";"10000";"Deputado";"CARLOS APOLINARIO";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"SP";"1";"1"
"246498";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/246498";"74437";"https://dadosabertos.camara.leg.br/api/v2/deputados/74437";"10000";"Deputado";"VICENTE ANDRE GOMES";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"PE";"1";"1"
