session_code,line,party
5704,Yes,PROS
5704,No,PCdoB
5704,Yes,PPS
5704,Yes,PV
5704,No,PSOL
5704,No,REDE
5704,Free,GOV.
5704,Yes,PP
5704,Yes,PTB
5704,Yes,PSC
5704,Yes,PHS
5704,Yes,MDB
5704,Yes,Patriota
5704,Yes,PRB
5704,Yes,Podemos
5704,Yes,PMN
5704,Yes,PRP
5704,Yes,DC
5704,Yes,PTC
5704,Yes,PSL
5704,Yes,Avante
16155,Yes,MDB
16155,Free,PT
16155,Yes,PSDB
16155,Yes,PR
16155,Yes,PSD
16155,Yes,PSB
16155,Yes,DEM
16155,Yes,PRB
16155,Free,PDT
16155,Yes,Solidaried
16155,No,PCdoB
16155,Free,PSC
16155,Yes,PPS
16155,No,PSOL
16155,Yes,PV
16155,Yes,REDE
16155,No,PMB
16155,Yes,GOV.
16155,Yes,PP
16155,Yes,Podemos
16155,Yes,PHS
16155,Yes,PTB
16155,Yes,PROS
16155,Yes,PSL
5779,No,PT
5779,No,PSDB
5779,No,PSB
5779,No,DEM
5779,No,PMB
5779,No,PDT
5779,No,Solidaried
5779,No,PCdoB
5779,No,PPS
5779,No,PV
5779,No,PSOL
5779,No,REDE
5779,No,GOV.
5779,No,PP
5779,No,PTB
5779,No,PSC
5779,No,PHS
5779,No,PR
5779,No,PSD
5779,No,PROS
5779,No,MDB
5779,No,Patriota
5779,No,PRB
5779,No,Podemos
5779,No,PMN
5779,No,PTC
5779,No,Avante
5779,No,PSL
6139,Obstruction,MDB
6139,Obstruction,PT
6139,Obstruction,PSDB
6139,Obstruction,PR
6139,Obstruction,PSD
6139,Obstruction,PSB
6139,Obstruction,DEM
6139,Obstruction,PRB
6139,Obstruction,PDT
6139,Obstruction,Solidaried
6139,Obstruction,PCdoB
6139,Obstruction,PSC
6139,Obstruction,PPS
6139,Obstruction,PSOL
6139,Obstruction,PV
6139,No,REDE
6139,Obstruction,Patriota
6139,Obstruction,PMB
6139,Obstruction,PP
6139,Obstruction,Podemos
6139,Obstruction,PHS
6139,Obstruction,PTB
6139,Obstruction,PROS
6139,Obstruction,PSL
501,No,PFL
501,Obstruction,PT
501,No,PPB
501,Obstruction,PDT
501,Obstruction,PPS
501,Yes,PV
501,No,PSDB
501,No,PTB
501,No,MDB
501,No,PST
501,No,Podemos
501,Obstruction,PSB
501,Obstruction,PCdoB
501,Obstruction,PL
501,Obstruction,PSL
3288,Obstruction,PT
3288,Obstruction,DEM
3288,Obstruction,PSDB
3288,Obstruction,PR
3288,Obstruction,PP
3288,Obstruction,PTB
3288,Obstruction,PV
3288,Obstruction,PPS
3288,No,GOV.
3288,Obstruction,MDB
3288,Obstruction,PSC
3288,Obstruction,PTC
3288,Obstruction,PSB
3288,Obstruction,PDT
3288,Obstruction,PCdoB
3288,Obstruction,PMN
3288,Obstruction,PHS
3288,Obstruction,PRB
3293,Yes,PT
3293,No,DEM
3293,No,PSDB
3293,Yes,PR
3293,Yes,PP
3293,Yes,PTB
3293,Yes,PV
3293,No,PPS
3293,Yes,PSOL
3293,Yes,GOV.
3293,Yes,MDB
3293,Yes,PSC
3293,Yes,PTC
3293,Yes,PSB
3293,Yes,PDT
3293,Yes,PCdoB
3293,Yes,PMN
3293,Yes,PHS
3293,Yes,PRB
3292,Yes,PT
3292,No,DEM
3292,No,PSDB
3292,Yes,PR
3292,Yes,PP
3292,Yes,PTB
3292,Yes,PV
3292,No,PPS
3292,No,PSOL
3292,Yes,MDB
3292,Yes,PSC
3292,Yes,PTC
3292,Yes,PSB
3292,Yes,PDT
3292,Yes,PCdoB
3292,Yes,PMN
3292,Yes,PHS
3292,Yes,PRB
3311,No,PT
3311,Yes,DEM
3311,Yes,PSDB
3311,No,PR
3311,No,PP
3311,No,PTB
3311,No,PV
3311,Yes,PPS
3311,No,PSOL
3311,No,GOV.
3311,No,MDB
3311,No,PSC
3311,No,PTC
3311,No,PSB
3311,No,PDT
3311,No,PCdoB
3311,No,PMN
3311,No,PHS
3311,No,PRB
4364,No,PT
4364,No,MDB
4364,No,PSDB
4364,Obstruction,DEM
4364,No,PP
4364,No,PDT
4364,No,PSC
4364,No,PSOL
4364,No,GOV.
4364,No,PSB
4364,No,PTB
4364,No,PCdoB
4364,No,PR
4364,No,PRB
4364,No,Avante
4364,No,PRTB
4364,No,PRP
4364,No,PHS
4364,No,PTC
4364,No,PSL
4364,No,PV
4364,No,PPS
4364_2,No,PRP
4364_2,No,PT
4364_2,No,MDB
4364_2,No,PSDB
4364_2,No,PR
4364_2,Obstruction,DEM
4364_2,No,PP
4364_2,No,PDT
4364_2,No,PSC
4364_2,No,PSL
4364_2,No,PSOL
4364_2,No,PRB
4364_2,No,PHS
4364_2,No,Avante
4364_2,No,GOV.
4364_2,No,PRTB
4364_2,No,PTC
4364_2,No,PSB
4364_2,No,PTB
4364_2,No,PCdoB
4364_2,No,PV
4364_2,No,PPS
4365,No,PT
4365,No,MDB
4365,No,PSDB
4365,Obstruction,DEM
4365,No,PP
4365,No,PDT
4365,No,PSC
4365,No,PRB
4365,No,PSOL
4365,No,GOV.
4365,No,PSB
4365,No,PTB
4365,No,PCdoB
4365,No,PR
4365,No,Avante
4365,No,PRTB
4365,No,PRP
4365,No,PHS
4365,No,PTC
4365,No,PSL
4365,No,PV
4365,No,PPS
905_2,Yes,PT
905_2,Yes,MDB
905_2,Yes,PFL
905_2,Yes,PP
905_2,Yes,PTB
905_2,No,PSDB
905_2,Yes,PPS
905_2,Yes,PSB
905_2,Yes,PDT
905_2,Yes,PCdoB
905_2,Yes,PSC
905_2,Yes,PV
905_2,Yes,GOV.
905_2,Yes,PL
905_2,Yes,PSL
5858,Obstruction,PT
5858,Obstruction,PSDB
5858,Obstruction,PSD
5858,Obstruction,PSB
5858,Obstruction,DEM
5858,Obstruction,PRB
5858,Yes,PDT
5858,Obstruction,Solidaried
5858,Obstruction,PCdoB
5858,Obstruction,PPS
5858,Obstruction,PHS
5858,Obstruction,PV
5858,Obstruction,PSOL
5858,Obstruction,REDE
5858,Obstruction,PMB
5858,Yes,GOV.
5858,Obstruction,PP
5858,Obstruction,PTB
5858,Obstruction,PSC
5858,Obstruction,MDB
5858,Obstruction,Patriota
5858,Obstruction,PR
5858,Obstruction,PROS
5858,Obstruction,Podemos
5858,Obstruction,Avante
5858,Obstruction,PSL
5868,Obstruction,PT
5868,No,PSDB
5868,No,PR
5868,No,PSD
5868,No,PSB
5868,No,DEM
5868,No,PDT
5868,No,Solidaried
5868,Obstruction,PCdoB
5868,No,PPS
5868,No,PHS
5868,No,PV
5868,Yes,PSOL
5868,Obstruction,REDE
5868,No,PMB
5868,No,PP
5868,No,PTB
5868,No,PSC
5868,No,MDB
5868,No,Patriota
5868,No,Podemos
5868,No,Avante
5868,No,PSL
3886,Yes,PT
3886,No,PSDB
3886,No,DEM
3886,Yes,PR
3886,Yes,PP
3886,Yes,PTB
3886,Yes,PDT
3886,Yes,PSC
3886,Yes,PV
3886,Yes,PPS
3886,Yes,PSOL
3886,Yes,PHS
3886,Yes,GOV.
3886,Yes,MDB
3886,Yes,PTC
3886,Yes,PSD
3886,Yes,PCdoB
3886,Yes,PMN
3886,Yes,PRB
3957,No,PT
3957,Yes,PSDB
3957,Yes,DEM
3957,No,PR
3957,No,PP
3957,No,PTB
3957,No,PDT
3957,No,PSC
3957,No,PV
3957,Yes,PPS
3957,No,PSOL
3957,No,GOV.
3957,No,MDB
3957,No,PTC
3957,No,PSD
3957,No,PCdoB
3957,No,PMN
3957,No,PRB
3957_2,No,PT
3957_2,Yes,PSDB
3957_2,Yes,DEM
3957_2,No,PR
3957_2,No,PP
3957_2,No,PTB
3957_2,No,PDT
3957_2,No,PSC
3957_2,No,PV
3957_2,Yes,PPS
3957_2,No,PSOL
3957_2,No,GOV.
3957_2,No,MDB
3957_2,No,PTC
3957_2,No,PSD
3957_2,No,PCdoB
3957_2,No,PMN
3957_2,No,PRB
5655,Yes,PT
5655,Yes,PSDB
5655,Yes,PR
5655,Yes,PSD
5655,Yes,PSB
5655,No,DEM
5655,Yes,PDT
5655,Yes,Solidaried
5655,Yes,PCdoB
5655,Yes,PROS
5655,Yes,PPS
5655,Yes,PV
5655,Yes,PSOL
5655,Yes,GOV.
5655,Yes,MDB
5655,Yes,PP
5655,Yes,PTB
5655,Yes,PSC
5655,Yes,PHS
5655,Yes,Patriota
5655,Yes,PRB
5655,Yes,Podemos
5655,Yes,PMN
5655,Yes,PRP
5655,Yes,DC
5655,Yes,PRTB
5655,Yes,PTC
5655,Yes,PSL
5655,Yes,Avante
16410,Yes,MDB
16410,Yes,PT
16410,Yes,PSDB
16410,Yes,PSD
16410,Yes,PR
16410,Yes,PSB
16410,Yes,DEM
16410,Yes,PRB
16410,Yes,PDT
16410,Yes,Podemos
16410,Yes,Solidaried
16410,Yes,PCdoB
16410,Yes,PSC
16410,Yes,PPS
16410,Yes,PHS
16410,Yes,PV
16410,Obstruction,PSOL
16410,Yes,REDE
16410,Yes,GOV.
16410,Yes,PP
16410,Yes,Avante
16185,No,MDB
16185,Obstruction,PT
16185,No,PSDB
16185,No,PR
16185,No,PSD
16185,Yes,PSB
16185,No,DEM
16185,No,PRB
16185,Obstruction,PDT
16185,Yes,Solidaried
16185,Obstruction,PCdoB
16185,No,PSC
16185,No,PPS
16185,Free,PHS
16185,Obstruction,PSOL
16185,No,PV
16185,Obstruction,REDE
16185,No,Patriota
16185,Yes,PMB
16185,No,GOV.
16185,No,PP
16185,No,Podemos
16185,No,Avante
16185,No,PTB
16185,No,PROS
16185,No,PSL
16184,No,MDB
16184,Obstruction,PT
16184,No,PSDB
16184,No,PR
16184,No,PSD
16184,Yes,PSB
16184,No,DEM
16184,No,PRB
16184,Obstruction,PDT
16184,Yes,Solidaried
16184,Obstruction,PCdoB
16184,No,PSC
16184,No,PPS
16184,Free,PHS
16184,Obstruction,PSOL
16184,No,PV
16184,Obstruction,REDE
16184,No,Patriota
16184,Yes,PMB
16184,No,GOV.
16184,No,PP
16184,No,Podemos
16184,No,Avante
16184,No,PTB
16184,No,PROS
16184,No,PSL
16186,Yes,MDB
16186,No,PT
16186,Yes,PSDB
16186,Yes,PR
16186,Yes,PSD
16186,No,PSB
16186,Yes,DEM
16186,Yes,PRB
16186,No,PDT
16186,No,Solidaried
16186,No,PCdoB
16186,Yes,PSC
16186,Yes,PPS
16186,Free,PHS
16186,No,PSOL
16186,Yes,PV
16186,No,REDE
16186,Yes,Patriota
16186,No,PMB
16186,Yes,GOV.
16186,Yes,PP
16186,Yes,Podemos
16186,Yes,Avante
16186,Yes,PTB
16186,Yes,PROS
16186,Yes,PSL
16187,Yes,MDB
16187,No,PT
16187,Yes,PSDB
16187,Yes,PR
16187,Yes,PSD
16187,No,PSB
16187,Yes,DEM
16187,Yes,PRB
16187,No,PDT
16187,Yes,Solidaried
16187,No,PCdoB
16187,Yes,PSC
16187,No,PPS
16187,Free,PHS
16187,No,PSOL
16187,Yes,PV
16187,No,REDE
16187,Yes,Patriota
16187,No,PMB
16187,Yes,GOV.
16187,Yes,PP
16187,Yes,Podemos
16187,Yes,Avante
16187,Yes,PTB
16187,Yes,PROS
16187,Yes,PSL
16186_2,Yes,MDB
16186_2,No,PT
16186_2,Yes,PSDB
16186_2,Yes,PR
16186_2,Yes,PSD
16186_2,Yes,PSB
16186_2,Yes,DEM
16186_2,Yes,PRB
16186_2,No,PDT
16186_2,No,Solidaried
16186_2,No,PCdoB
16186_2,Yes,PSC
16186_2,Yes,PPS
16186_2,Free,PHS
16186_2,No,PSOL
16186_2,Yes,PV
16186_2,Obstruction,REDE
16186_2,Yes,Patriota
16186_2,No,PMB
16186_2,Yes,GOV.
16186_2,Yes,PP
16186_2,Yes,Podemos
16186_2,Yes,Avante
16186_2,Yes,PTB
16186_2,Yes,PROS
16186_2,Yes,PSL
16187_2,Yes,MDB
16187_2,No,PT
16187_2,Yes,PSDB
16187_2,Yes,PR
16187_2,Yes,PSD
16187_2,No,PSB
16187_2,Yes,DEM
16187_2,Yes,PRB
16187_2,No,PDT
16187_2,Yes,Solidaried
16187_2,No,PCdoB
16187_2,Yes,PSC
16187_2,Yes,PPS
16187_2,No,PSOL
16187_2,Yes,PV
16187_2,No,REDE
16187_2,Yes,Patriota
16187_2,No,PMB
16187_2,Yes,GOV.
16187_2,Yes,PP
16187_2,Yes,Podemos
16187_2,Yes,Avante
16187_2,Yes,PTB
16187_2,Yes,PROS
16187_2,Yes,PSL
16186_3,No,MDB
16186_3,Obstruction,PT
16186_3,No,PSDB
16186_3,No,PR
16186_3,No,PSD
16186_3,No,PSB
16186_3,No,DEM
16186_3,No,PRB
16186_3,Obstruction,PDT
16186_3,Yes,Solidaried
16186_3,Obstruction,PCdoB
16186_3,No,PSC
16186_3,No,PPS
16186_3,Free,PHS
16186_3,Obstruction,PSOL
16186_3,No,PV
16186_3,Obstruction,REDE
16186_3,No,Patriota
16186_3,Yes,PMB
16186_3,No,GOV.
16186_3,Yes,PP
16186_3,Yes,Podemos
16186_3,Yes,Avante
16186_3,No,PTB
16186_3,No,PROS
16186_3,No,PSL
16187_3,No,MDB
16187_3,Yes,PT
16187_3,No,PSDB
16187_3,No,PR
16187_3,No,PSD
16187_3,No,PSB
16187_3,No,DEM
16187_3,No,PRB
16187_3,Yes,PDT
16187_3,No,Solidaried
16187_3,Yes,PCdoB
16187_3,No,PSC
16187_3,Yes,PPS
16187_3,Yes,PSOL
16187_3,No,PV
16187_3,No,Patriota
16187_3,Yes,PMB
16187_3,No,GOV.
16187_3,No,PP
16187_3,No,Podemos
16187_3,No,Avante
16187_3,No,PTB
16187_3,No,PROS
16187_3,No,PSL
16187_4,No,MDB
16187_4,Yes,PT
16187_4,No,PSDB
16187_4,No,PR
16187_4,No,PSD
16187_4,Yes,PSB
16187_4,No,DEM
16187_4,No,PRB
16187_4,Yes,PDT
16187_4,Yes,Solidaried
16187_4,Yes,PCdoB
16187_4,No,PSC
16187_4,Free,PHS
16187_4,Yes,PSOL
16187_4,No,PV
16187_4,Yes,REDE
16187_4,Yes,PMB
16187_4,No,PP
16187_4,No,Podemos
16187_4,No,Avante
16187_4,Yes,PTB
16187_4,Yes,PROS
16187_4,Yes,PSL
16383,No,MDB
16383,Obstruction,PT
16383,No,PSDB
16383,No,PSD
16383,No,PR
16383,Obstruction,PSB
16383,No,DEM
16383,No,PRB
16383,Obstruction,PDT
16383,No,Podemos
16383,No,Solidaried
16383,Obstruction,PCdoB
16383,No,PSC
16383,No,PPS
16383,Obstruction,PHS
16383,No,PV
16383,Obstruction,PSOL
16383,Obstruction,REDE
16383,No,Patriota
16383,No,GOV.
16383,No,PP
16383,No,Avante
16383,No,PTB
16383,No,PROS
16383,No,PSL
16383_2,No,MDB
16383_2,Yes,PT
16383_2,No,PSDB
16383_2,No,PSD
16383_2,No,PR
16383_2,No,PSB
16383_2,No,DEM
16383_2,No,PRB
16383_2,Obstruction,PDT
16383_2,No,Solidaried
16383_2,Obstruction,PCdoB
16383_2,No,PSC
16383_2,No,PPS
16383_2,Obstruction,PHS
16383_2,No,PV
16383_2,Obstruction,PSOL
16383_2,Obstruction,REDE
16383_2,No,Patriota
16383_2,No,GOV.
16383_2,No,PP
16383_2,No,Avante
16383_2,No,PTB
16383_2,No,PROS
16383_2,No,PSL
16384,Yes,MDB
16384,No,PT
16384,Yes,PSDB
16384,Yes,PSD
16384,Yes,PR
16384,Yes,PSB
16384,Yes,DEM
16384,Yes,PRB
16384,No,PDT
16384,Yes,Podemos
16384,Yes,Solidaried
16384,No,PCdoB
16384,Yes,PSC
16384,Yes,PPS
16384,No,PHS
16384,Yes,PV
16384,No,PSOL
16384,No,REDE
16384,Yes,Patriota
16384,Yes,GOV.
16384,Yes,PP
16384,Yes,Avante
16384,Yes,PTB
16384,Yes,PROS
16384,Yes,PSL
16384_2,No,MDB
16384_2,Yes,PT
16384_2,No,PSDB
16384_2,No,PSD
16384_2,No,PR
16384_2,No,PSB
16384_2,No,DEM
16384_2,No,PRB
16384_2,Yes,PDT
16384_2,No,Podemos
16384_2,No,Solidaried
16384_2,Obstruction,PCdoB
16384_2,No,PSC
16384_2,No,PPS
16384_2,No,PHS
16384_2,No,PV
16384_2,Obstruction,PSOL
16384_2,Obstruction,REDE
16384_2,No,Patriota
16384_2,No,GOV.
16384_2,No,PP
16384_2,No,Avante
16384_2,No,PTB
16384_2,No,PROS
16384_2,No,PSL
4944,Obstruction,PT
4944,Obstruction,MDB
4944,Obstruction,PSDB
4944,Obstruction,PSD
4944,Obstruction,PP
4944,Obstruction,DEM
4944,Obstruction,PSB
4944,Obstruction,PDT
4944,Obstruction,PTB
4944,Obstruction,PSC
4944,Obstruction,PCdoB
4944,Obstruction,PPS
4944,Obstruction,PV
4944,Obstruction,PRB
4944,Yes,PSOL
4944,Obstruction,PMN
4944,Obstruction,Patriota
4944,Obstruction,PR
4944,Obstruction,Avante
4944,Obstruction,PRP
4944,Obstruction,PHS
4944,Obstruction,PTC
4944,Obstruction,PSL
4944,Obstruction,PRTB
347_4,Yes,PFL
347_4,Yes,PSDB
347_4,Yes,MDB
347_4,Yes,PT
347_4,Yes,PPB
347_4,Yes,PTB
347_4,No,PDT
347_4,Yes,PPS
347_4,Yes,PV
347_4,Yes,GOV.
347_4,Yes,PSB
347_4,Yes,PCdoB
347_4,Yes,PL
347_4,Yes,PST
347_4,Yes,PSL
347_4,Yes,PMN
347_4,Yes,PSD
405,Obstruction,PFL
405,Obstruction,PSDB
405,Obstruction,MDB
405,Obstruction,PT
405,Obstruction,PPB
405,Obstruction,PTB
405,Obstruction,PPS
405,Obstruction,PSB
405,Obstruction,PCdoB
405,Obstruction,PL
405,Obstruction,PST
405,Obstruction,PSL
406,Yes,PFL
406,Yes,PSDB
406,Yes,MDB
406,No,PT
406,Yes,PPB
406,Yes,PTB
406,No,PDT
406,Yes,PPS
406,Yes,PHS
406,Yes,GOV.
406,No,PSB
406,No,PCdoB
406,No,PL
406,No,PST
406,No,PSL
5457,Yes,PT
5457,Yes,PSD
5457,Yes,PR
5457,Obstruction,DEM
5457,Yes,PDT
5457,Obstruction,Solidaried
5457,Yes,PCdoB
5457,Yes,PROS
5457,No,PSOL
5457,Yes,GOV.
5457,Yes,MDB
5457,Yes,PP
5457,Yes,PTB
5457,Yes,PSC
5457,Yes,PHS
5457,Yes,Patriota
5457,No,PSDB
5457,No,PSB
5457,No,PPS
5457,No,PV
5457,Yes,PRB
5457,Yes,Podemos
5457,Yes,PMN
5457,Yes,PRP
5457,Yes,DC
5457,Yes,PRTB
5457,Yes,PTC
5457,Yes,PSL
5457,Yes,Avante
2907,Yes,PT
2907,No,MDB
2907,Yes,PFL
2907,No,PSDB
2907,Free,PP
2907,Yes,PTB
2907,Yes,PL
2907,Yes,PSB
2907,No,PDT
2907,Yes,PPS
2907,Yes,PCdoB
2907,Yes,PV
2907,No,PSOL
2907,No,PSC
2907,No,PRB
2930,Obstruction,PT
2930,Yes,MDB
2930,Yes,PFL
2930,Yes,PSDB
2930,Yes,PP
2930,Yes,PTB
2930,Yes,PL
2930,Yes,PSB
2930,Yes,PDT
2930,Obstruction,PPS
2930,No,PCdoB
2930,Yes,PV
2930,Obstruction,PSOL
2930,Yes,PSC
2930,Yes,PRONA
2931,Yes,PT
2931,No,MDB
2931,Yes,PFL
2931,Yes,PSDB
2931,Yes,PP
2931,No,PTB
2931,Yes,PL
2931,Yes,PSB
2931,Yes,PDT
2931,Yes,PPS
2931,Yes,PCdoB
2931,Yes,PV
2931,Yes,PSOL
2931,No,PSC
4756_2,Yes,PT
4756_2,Yes,MDB
4756_2,Yes,PSDB
4756_2,Yes,PSD
4756_2,Yes,PP
4756_2,Yes,PSB
4756_2,Yes,DEM
4756_2,Yes,PDT
4756_2,Yes,PTB
4756_2,Yes,PSC
4756_2,Yes,PCdoB
4756_2,Yes,PRB
4756_2,No,PSOL
4756_2,Yes,Patriota
4756_2,Yes,PMN
4756_2,Yes,GOV.
4756_2,Yes,PR
4756_2,Yes,Avante
4756_2,Yes,PRP
4756_2,Yes,PHS
4756_2,Yes,PTC
4756_2,Yes,PSL
4756_2,Yes,PRTB
4756_2,Free,PV
4756_2,Free,PPS
4667,No,PT
4667,No,MDB
4667,Obstruction,PSDB
4667,Obstruction,PSD
4667,No,PP
4667,No,PSB
4667,Obstruction,DEM
4667,Free,PDT
4667,No,PTB
4667,Yes,PSC
4667,No,PCdoB
4667,No,PRB
4667,Yes,PSOL
4667,No,GOV.
4667,Yes,PR
4667,Yes,Avante
4667,Yes,PRP
4667,Yes,PHS
4667,Yes,PTC
4667,Yes,PSL
4667,Yes,PRTB
4667,Free,PV
4667,Free,PPS
4666,No,PT
4666,No,MDB
4666,Obstruction,PSDB
4666,No,PSD
4666,No,PP
4666,No,PSB
4666,Obstruction,DEM
4666,No,PDT
4666,No,PTB
4666,No,PSC
4666,No,PCdoB
4666,No,PRB
4666,No,PSOL
4666,No,GOV.
4666,No,PR
4666,No,Avante
4666,No,PRP
4666,No,PHS
4666,No,PTC
4666,No,PSL
4666,No,PRTB
4666,No,PV
4666,No,PPS
4667_2,No,PT
4667_2,No,MDB
4667_2,Obstruction,PSDB
4667_2,No,PSD
4667_2,No,PP
4667_2,No,PSB
4667_2,Obstruction,DEM
4667_2,No,PDT
4667_2,No,PTB
4667_2,No,PSC
4667_2,No,PCdoB
4667_2,No,PRB
4667_2,No,PSOL
4667_2,No,GOV.
4667_2,No,PR
4667_2,No,Avante
4667_2,No,PRP
4667_2,No,PHS
4667_2,No,PTC
4667_2,No,PSL
4667_2,No,PRTB
4667_2,Free,PV
4667_2,Free,PPS
16519,Obstruction,PT
16519,No,MDB
16519,No,PSDB
16519,No,DEM
16519,No,PR
16519,No,PSD
16519,Obstruction,PSB
16519,No,PRB
16519,Obstruction,PDT
16519,Obstruction,PCdoB
16519,No,Solidaried
16519,No,PSL
16519,No,PPS
16519,No,PSC
16519,Obstruction,PSOL
16519,No,PV
16519,Obstruction,REDE
16519,No,GOV.
16519,No,PP
16519,No,Podemos
16519,No,Avante
16519,No,Patriota
16519,Obstruction,PTB
16519,Obstruction,PROS
16512,Obstruction,PT
16512,No,MDB
16512,No,PSDB
16512,No,DEM
16512,No,PR
16512,No,PSD
16512,No,PSB
16512,No,PRB
16512,No,PDT
16512,Obstruction,PCdoB
16512,No,PSL
16512,No,PPS
16512,No,PSC
16512,Obstruction,PSOL
16512,Obstruction,REDE
16512,No,GOV.
16512,No,PP
16512,No,Podemos
16512,No,Avante
16512,No,Patriota
16512,No,PTB
16512,No,PROS
16513,Obstruction,PT
16513,No,MDB
16513,No,PSDB
16513,No,DEM
16513,No,PR
16513,No,PSD
16513,Obstruction,PSB
16513,No,PRB
16513,No,PDT
16513,Obstruction,PCdoB
16513,No,PPS
16513,No,PSC
16513,Obstruction,PSOL
16513,No,PV
16513,No,REDE
16513,Obstruction,PP
16513,Obstruction,Podemos
16513,Obstruction,Avante
16513,Obstruction,Patriota
16513,Obstruction,PTB
16513,Obstruction,PROS
16522,Obstruction,PT
16522,Yes,MDB
16522,Yes,PSDB
16522,Yes,DEM
16522,Yes,PR
16522,Yes,PSD
16522,No,PSB
16522,Yes,PRB
16522,Obstruction,PDT
16522,Obstruction,PCdoB
16522,Yes,Solidaried
16522,Yes,PSL
16522,Yes,PPS
16522,Obstruction,PSOL
16522,Yes,REDE
16522,Yes,PP
16522,Yes,Podemos
16522,Yes,Avante
16522,Yes,Patriota
16522,Yes,PTB
16522,Yes,PROS
16522_2,Obstruction,PT
16522_2,Yes,MDB
16522_2,Yes,PSDB
16522_2,Yes,DEM
16522_2,Yes,PR
16522_2,Yes,PSD
16522_2,No,PSB
16522_2,Yes,PRB
16522_2,Obstruction,PDT
16522_2,Obstruction,PCdoB
16522_2,Yes,Solidaried
16522_2,Yes,PSL
16522_2,Yes,PPS
16522_2,Obstruction,PSOL
16522_2,Yes,REDE
16522_2,Yes,GOV.
16522_2,Yes,PP
16522_2,Yes,Podemos
16522_2,Yes,Avante
16522_2,Yes,Patriota
16522_2,Yes,PTB
16522_2,Yes,PROS
16522_3,Obstruction,PT
16522_3,Yes,MDB
16522_3,Yes,PSDB
16522_3,Yes,DEM
16522_3,Yes,PR
16522_3,Yes,PSD
16522_3,Yes,PSB
16522_3,Yes,PRB
16522_3,Obstruction,PDT
16522_3,Obstruction,PCdoB
16522_3,Yes,Solidaried
16522_3,Yes,PSL
16522_3,Yes,PPS
16522_3,Yes,PSC
16522_3,Obstruction,PSOL
16522_3,Yes,PV
16522_3,Yes,REDE
16522_3,Yes,GOV.
16522_3,Yes,PP
16522_3,Yes,Podemos
16522_3,Yes,Avante
16522_3,Yes,Patriota
16522_3,Yes,PTB
16522_3,Yes,PROS
16522_4,Obstruction,PT
16522_4,Yes,MDB
16522_4,Yes,PSDB
16522_4,Yes,DEM
16522_4,Yes,PR
16522_4,Yes,PSD
16522_4,No,PSB
16522_4,Yes,PRB
16522_4,Obstruction,PDT
16522_4,Obstruction,PCdoB
16522_4,Yes,Solidaried
16522_4,Yes,PPS
16522_4,Yes,PSC
16522_4,Obstruction,PSOL
16522_4,Yes,PV
16522_4,Obstruction,REDE
16522_4,Yes,PPL
16522_4,Yes,GOV.
16522_4,Yes,PP
16522_4,Yes,Podemos
16522_4,Yes,Avante
16522_4,Yes,Patriota
16522_4,Yes,PTB
16522_4,Yes,PROS
16519_2,Obstruction,PT
16519_2,Yes,MDB
16519_2,Yes,PSDB
16519_2,Yes,DEM
16519_2,Yes,PR
16519_2,Yes,PSD
16519_2,Obstruction,PSB
16519_2,Yes,PRB
16519_2,Obstruction,PDT
16519_2,Obstruction,PCdoB
16519_2,Yes,Solidaried
16519_2,Yes,PSL
16519_2,Yes,PPS
16519_2,Yes,PSC
16519_2,Obstruction,PSOL
16519_2,Yes,PV
16519_2,Yes,REDE
16519_2,Yes,GOV.
16519_2,Yes,PP
16519_2,Yes,Podemos
16519_2,Yes,Avante
16519_2,Yes,Patriota
16519_2,Obstruction,PTB
16519_2,Obstruction,PROS
16512_2,Obstruction,PT
16512_2,No,MDB
16512_2,No,PSDB
16512_2,No,DEM
16512_2,No,PR
16512_2,No,PSD
16512_2,No,PSB
16512_2,No,PRB
16512_2,No,PDT
16512_2,Obstruction,PCdoB
16512_2,No,Solidaried
16512_2,No,PPS
16512_2,No,PSC
16512_2,Obstruction,PSOL
16512_2,Obstruction,REDE
16512_2,No,PP
16512_2,No,Podemos
16512_2,No,Avante
16512_2,No,Patriota
16512_2,No,PTB
16512_2,No,PROS
16519_3,Obstruction,PT
16519_3,Yes,MDB
16519_3,Yes,PSDB
16519_3,Yes,DEM
16519_3,Yes,PR
16519_3,Yes,PSD
16519_3,Yes,PSB
16519_3,Yes,PRB
16519_3,Obstruction,PDT
16519_3,Obstruction,PCdoB
16519_3,Yes,Solidaried
16519_3,Yes,PSL
16519_3,Yes,PPS
16519_3,Yes,PSC
16519_3,Obstruction,PSOL
16519_3,Yes,PV
16519_3,No,REDE
16519_3,Yes,GOV.
16519_3,Yes,PP
16519_3,Yes,Podemos
16519_3,Yes,Avante
16519_3,Yes,Patriota
16519_3,Obstruction,PTB
16519_3,Obstruction,PROS
16522_5,Obstruction,PT
16522_5,No,MDB
16522_5,No,PSDB
16522_5,No,DEM
16522_5,No,PR
16522_5,No,PSD
16522_5,No,PSB
16522_5,No,PRB
16522_5,Obstruction,PDT
16522_5,Obstruction,PCdoB
16522_5,No,Solidaried
16522_5,No,PSL
16522_5,No,PPS
16522_5,No,PSC
16522_5,Obstruction,PSOL
16522_5,No,PV
16522_5,No,REDE
16522_5,No,GOV.
16522_5,No,PP
16522_5,No,Podemos
16522_5,No,Avante
16522_5,No,Patriota
16522_5,No,PTB
16522_5,No,PROS
